               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  95,              1.9566,              1.4859,              1.2624,             0.42383,              0.3083,             0.30823,             0.17752,                   0,                   0,                   0,           0.0081388,           0.0081388,           0.0081388
                  96,              1.9606,              1.4918,              1.2667,             0.43126,             0.30922,             0.30948,             0.17805,                   0,                   0,                   0,            0.008119,            0.008119,            0.008119
                  97,              1.9595,              1.4884,              1.2658,             0.42957,             0.31162,              0.3099,             0.17861,                   0,                   0,                   0,           0.0080992,           0.0080992,           0.0080992
                  98,              1.9457,              1.4787,              1.2648,             0.42471,             0.31279,                0.31,             0.17926,                   0,                   0,                   0,           0.0080794,           0.0080794,           0.0080794
                  99,              1.9543,              1.4774,              1.2628,              0.4217,             0.31265,             0.31129,             0.17937,                   0,                   0,                   0,           0.0080596,           0.0080596,           0.0080596
                 100,              1.9561,              1.4747,              1.2656,             0.41887,             0.31464,             0.31138,             0.17986,                   0,                   0,                   0,           0.0080398,           0.0080398,           0.0080398
                 101,              1.9535,              1.4812,              1.2646,             0.41785,             0.31418,             0.31159,             0.17971,                   0,                   0,                   0,             0.00802,             0.00802,             0.00802
                 102,              1.9511,              1.4775,              1.2617,             0.42946,             0.31072,             0.31139,             0.17918,                   0,                   0,                   0,           0.0080002,           0.0080002,           0.0080002
                 103,              1.9453,              1.4775,              1.2645,             0.42306,             0.31291,             0.31174,             0.17952,                   0,                   0,                   0,           0.0079804,           0.0079804,           0.0079804
                 104,              1.9402,              1.4687,              1.2616,             0.42754,             0.31533,             0.31318,             0.17981,                   0,                   0,                   0,           0.0079606,           0.0079606,           0.0079606
                 105,              1.9455,              1.4734,              1.2596,             0.43048,             0.31369,             0.31299,             0.17951,                   0,                   0,                   0,           0.0079408,           0.0079408,           0.0079408
                 106,              1.9587,              1.4758,              1.2644,             0.43051,             0.31664,             0.31378,             0.18037,                   0,                   0,                   0,            0.007921,            0.007921,            0.007921
                 107,              1.9396,              1.4659,               1.259,             0.43396,             0.31429,             0.31411,             0.18066,                   0,                   0,                   0,           0.0079012,           0.0079012,           0.0079012
                 108,              1.9326,              1.4621,              1.2614,             0.43049,              0.3176,             0.31382,              0.1805,                   0,                   0,                   0,           0.0078814,           0.0078814,           0.0078814
                 109,              1.9383,              1.4659,              1.2615,             0.43333,             0.31592,             0.31396,              0.1802,                   0,                   0,                   0,           0.0078616,           0.0078616,           0.0078616
                 110,              1.9409,              1.4649,              1.2559,             0.42923,              0.3169,             0.31305,             0.17996,                   0,                   0,                   0,           0.0078418,           0.0078418,           0.0078418
                 111,              1.9431,              1.4706,              1.2604,              0.4238,             0.31971,             0.31458,             0.18063,                   0,                   0,                   0,            0.007822,            0.007822,            0.007822
